0.7501	0.7501	4.3538
0.7342	0.7342	0.1967
0.5888	0.5888	1.7958
0.8086	0.8086	0.7261
0.7319	0.7319	1.6237
0.7783	0.7783	0.7111
0.8822	0.8822	2.4478
0.8452	0.8452	1.1243
0.6518	0.6517	1.9386
0.5557	0.5557	0.8172
0.6644	0.6644	6.3229
0.8263	0.8263	0.0171
0.5242	0.5242	1.2858
0.8548	0.8548	0.2334
0.9132	0.9132	0.3044
0.9489	0.9489	0.4334
0.4541	0.4541	0.0970
0.7842	0.7842	1.4589
0.5274	0.5274	0.5167
0.6860	0.6860	0.9226
0.9023	0.9023	1.0147
0.6640	0.6640	0.0018
0.6907	0.6907	2.2558
0.6747	0.6747	0.4049
0.7776	0.7776	3.0041
0.7372	0.7372	5.2306
0.6397	0.6397	0.4527
0.6788	0.6787	0.7142
0.6550	0.6549	0.2515
0.6900	0.6900	3.2154
0.7959	0.7959	1.3400
0.6062	0.6062	1.2702
1.0013	1.0013	0.0813
0.6964	0.6964	1.7954
0.8178	0.8178	1.8841
0.3557	0.3557	2.3633
0.9216	0.9216	1.1258
0.8349	0.8349	0.2344
0.6343	0.6343	8.4326
0.4936	0.4936	0.2029
0.7318	0.7318	0.5257
0.8074	0.8074	0.3236
0.5390	0.5390	0.3004
0.7481	0.7480	0.2088
0.7020	0.7020	0.6273
0.9076	0.9076	2.0239
0.6954	0.6954	0.5832
0.5107	0.5107	0.0807
0.9576	0.9576	0.2057
0.8082	0.8082	1.9234
0.9752	0.9752	0.8393
0.8606	0.8605	0.1446
0.9197	0.9197	0.6009
0.9301	0.9301	0.5318
0.7289	0.7289	0.8451
0.7334	0.7333	0.8687
0.6619	0.6619	0.5744
0.6417	0.6417	1.0011
0.7921	0.7921	0.0826
0.9713	0.9713	1.0009
0.6672	0.6672	0.1354
0.6282	0.6282	0.2030
0.6548	0.6548	3.6716
0.7195	0.7195	2.2533
0.7265	0.7265	0.0126
0.8506	0.8506	0.1526
0.8333	0.8332	1.0529
0.5033	0.5033	1.3190
0.7095	0.7095	0.5556
0.5060	0.5060	0.2248
0.6620	0.6620	0.9818
0.6278	0.6278	0.7496
0.4859	0.4859	0.6085
0.7315	0.7315	2.6610
0.5428	0.5428	0.4184
0.9169	0.9169	0.4921
0.6981	0.6981	0.2742
0.8289	0.8289	0.0948
-10.3984	-10.3984	11.3974
0.8510	0.8510	0.2299
0.7174	0.7174	0.2496
0.7052	0.7052	0.5918
0.5353	0.5353	0.2508
0.7826	0.7826	0.1284
0.7199	0.7199	3.3723
0.6055	0.6055	0.0099
0.5986	0.5985	0.2286
0.8582	0.8582	-0.0001
0.5013	0.5013	3.8678
0.6228	0.6227	0.2440
0.5606	0.5606	0.6993
0.7501	0.7501	0.2150
0.9724	0.9724	0.7674
0.7041	0.7041	1.6873
0.7057	0.7057	0.2214
0.6289	0.6289	0.3570
0.7187	0.7187	0.1778
0.7033	0.7033	0.2755
0.7719	0.7719	1.1827
0.7199	0.7199	0.0833
0.7959	0.7959	3.2370
0.8059	0.8059	0.1730
0.8547	0.8547	1.7758
0.6914	0.6914	0.4960
0.6270	0.6270	0.6234
0.6979	0.6979	0.2159
0.7370	0.7370	0.1603
0.7535	0.7535	2.7347
0.7031	0.7031	0.6073
0.6210	0.6210	1.0616
0.9490	0.9490	0.2009
0.5829	0.5829	0.7231
0.7614	0.7614	0.2571
0.6053	0.6053	4.1227
0.7514	0.7514	1.8668
0.5062	0.5062	0.0081
0.6994	0.6994	0.2450
0.6174	0.6174	4.9866
0.7483	0.7483	0.2084
0.9008	0.9008	1.6722
0.7571	0.7571	1.6688
0.7762	0.7762	0.3213
0.5550	0.5550	0.0628
0.7071	0.7071	0.3454
0.9181	0.9181	0.8832
0.8948	0.8948	0.3410
0.8844	0.8844	0.3097
0.7272	0.7272	1.3773
0.5667	0.5667	1.1067
0.7263	0.7263	0.0203
0.9238	0.9238	3.0959
0.7563	0.7563	0.0015
0.5933	0.5933	4.7037
0.8263	0.8263	0.2492
0.6083	0.6083	0.2258
0.7166	0.7166	3.4048
0.7557	0.7556	2.6089
0.7693	0.7693	3.7136
0.6838	0.6838	0.0087
0.4895	0.4895	1.9088
1.0104	1.0104	0.2144
0.6788	0.6788	0.1270
0.8307	0.8307	0.2637
0.7521	0.7521	0.2484
0.7576	0.7576	0.2576
0.6618	0.6618	1.7149
0.6593	0.6593	0.9800
0.8530	0.8530	0.2088
0.6313	0.6313	1.8464
0.7808	0.7807	0.8797
0.6892	0.6892	4.1990
0.6632	0.6632	0.9558
0.6795	0.6795	2.5322
0.7803	0.7803	0.0682
0.9113	0.9113	0.6223
0.4859	0.4859	1.4531
0.8449	0.8449	0.2030
1.0361	1.0361	0.2110
0.7186	0.7186	0.3843
0.6445	0.6445	0.3839
0.6327	0.6327	0.1810
0.6825	0.6825	0.7474
0.8723	0.8723	0.6105
0.8291	0.8291	0.2218
0.8218	0.8218	1.6882
0.7170	0.7170	0.7329
0.6537	0.6537	-0.0001
0.8062	0.8062	1.9354
0.6289	0.6289	0.0117
0.4703	0.4703	0.4557
0.7418	0.7418	0.3608
0.6030	0.6030	6.1179
0.6966	0.6966	0.2078
0.7302	0.7302	1.6266
0.8755	0.8755	0.3685
0.4440	0.4440	0.7906
0.9793	0.9793	0.2036
0.6013	0.6013	1.8079
0.6396	0.6396	0.0889
0.7556	0.7556	0.3709
0.6708	0.6707	12.2280
0.6248	0.6248	1.2877
0.8080	0.8080	0.3216
0.8691	0.8691	0.3072
0.7519	0.7519	0.3946
0.7562	0.7562	0.2094
0.7844	0.7844	0.2248
0.6129	0.6128	0.2471
0.5999	0.5999	0.1581
0.6038	0.6038	0.4668
0.7225	0.7225	0.6701
0.6505	0.6505	1.1560
0.5327	0.5327	0.0460
0.7983	0.7983	0.6627
0.8078	0.8078	0.0322
0.8315	0.8315	1.1384
0.5933	0.5933	3.5366
0.5089	0.5089	1.7701
0.6275	0.6275	2.3141
0.8375	0.8375	0.8696
0.7151	0.7151	1.1165
0.7412	0.7412	2.9338
0.7355	0.7355	0.6579
0.5815	0.5815	3.7530
0.5507	0.5507	0.5642
0.5981	0.5981	0.0273
0.8533	0.8533	0.7973
1.0468	1.0468	2.9775
0.5926	0.5926	2.7164
1.0340	1.0340	0.0458
0.9490	0.9490	10.0072
0.6095	0.6095	0.1994
0.5531	0.5531	0.1994
0.5382	0.5382	0.4651
0.5116	0.5116	0.0823
0.6838	0.6838	0.7142
0.7941	0.7941	0.0018
0.8562	0.8562	0.2438
0.6301	0.6301	1.3047
0.7039	0.7039	1.1027
0.6870	0.6870	0.3780
0.8035	0.8035	0.0167
0.7518	0.7518	1.0519
0.6344	0.6344	1.0874
0.5936	0.5936	2.7115
0.5581	0.5581	3.4764
0.9236	0.9236	0.7702
0.8698	0.8698	4.9259
0.6936	0.6936	0.3019
0.7834	0.7834	3.1282
0.7061	0.7061	0.0261
0.6354	0.6354	3.1239
0.7279	0.7279	0.1995
0.5943	0.5943	0.3024
1.0338	1.0338	0.0457
0.8903	0.8903	1.5745
0.8613	0.8613	0.9394
0.8617	0.8617	0.1558
0.7473	0.7473	0.8246
0.6086	0.6086	0.4719
0.6976	0.6976	0.5023
0.7641	0.7641	0.1666
0.5905	0.5905	0.2277
0.5828	0.5828	2.9574
0.7483	0.7483	1.2816
0.7444	0.7444	2.1739
0.8239	0.8239	0.3041
0.5097	0.5097	12.0903
0.5342	0.5342	0.5326
0.9658	0.9658	2.5368
0.6354	0.6354	0.0928
0.5358	0.5358	0.4788
0.6020	0.6020	0.4418
0.7263	0.7263	3.4937
0.8488	0.8488	0.5440
0.5016	0.5016	4.6581
0.6198	0.6198	0.3061
0.5227	0.5227	0.2253
0.8991	0.8991	2.2350
0.7702	0.7702	0.3058
0.9139	0.9139	1.0770
0.8632	0.8632	0.7656
0.7650	0.7650	0.9925
0.6137	0.6137	1.2983
0.8269	0.8269	1.3110
0.8243	0.8243	1.1997
0.7561	0.7561	0.2373
1.0206	1.0206	1.0394
0.7571	0.7571	1.9437
0.8661	0.8661	0.0922
0.8544	0.8544	0.9136
0.7844	0.7844	2.7597
0.6797	0.6797	0.3197
0.5486	0.5486	0.5067
0.4566	0.4566	0.2864
0.6915	0.6915	0.4393
0.7825	0.7825	0.6394
0.6331	0.6331	0.9437
0.7657	0.7657	1.3292
0.5140	0.5140	1.3025
0.6569	0.6569	0.9639
0.6419	0.6419	0.2216
0.7848	0.7848	0.0973
0.7874	0.7874	0.1604
0.7243	0.7243	0.3881
0.6483	0.6483	0.0100
0.8605	0.8605	0.2237
0.6477	0.6476	1.7535
0.8750	0.8750	0.5222
0.7048	0.7048	0.7697
1.0402	1.0402	3.0698
0.8408	0.8408	1.8643
0.8075	0.8075	0.1631
0.7806	0.7806	0.4314
0.4452	0.4452	1.4885
0.8678	0.8678	3.0008
0.6163	0.6163	2.3605
0.6454	0.6454	0.0884
0.8942	0.8942	3.9376
0.6763	0.6763	0.0755
